comment,likes,replies,date,timestamp,seconds,clean_comment,weight,label,confidence,sentiment_score,segment
"19:55  ''...poverty in the united states....'';  Thirty years ago, Alvin Toffler's book, ''Power Shift''', unabashedly proclaimed  that the rise of third world countries would never occur unless America was impoverished.  The West's  intellectuals seized upon this ideological imperative as a means to relieve their sense of shame over its utilization of imperialization through domination of lesser industrialized nations.",0,0,02/28/2024,19:55,1195,"''...poverty in the united states....''; thirty years ago, alvin toffler's book, ''power shift''', unabashedly proclaimed that the rise of third world countries would never occur unless america was impoverished. the west's intellectuals seized upon this ideological imperative as a means to relieve their sense of shame over its utilization of imperialization through domination of lesser industrialized nations.",0,negative,0.58,-1,39
54:00 does Lex not realize Russia is no longer communist?,0,0,02/28/2024,54:00,3240,does lex not realize russia is no longer communist?,0,neutral,0.54,0,108
50:21 - 51:07 HE MUST BE STOPPED,0,0,02/28/2024,50:21,3021,- he must be stopped,0,negative,0.84,-1,100
19:40 its not about the person reporting its about the person being reported on...otherwise every reporters interviews would look like the opening to this podcast ...just talking to yourself 😅,0,0,02/28/2024,19:40,1180,its not about the person reporting its about the person being reported on...otherwise every reporters interviews would look like the opening to this podcast ...just talking to yourself 😅,0,neutral,0.65,0,39
✅ 1:01:11 Lex 🎯,0,0,02/28/2024,1:01:11,3671,✅ lex 🎯,0,neutral,0.55,0,122
"1:06:40  ''...fired....'';  Interestingly, once one becomes self-employed, the firing stops.",0,0,02/28/2024,1:06:40,4000,"''...fired....''; interestingly, once one becomes self-employed, the firing stops.",0,neutral,0.79,0,133
15:28 is that suppose to be a joke?,0,0,02/28/2024,15:28,928,is that suppose to be a joke?,0,negative,0.53,-1,30
14:10 what makes the U.S. the parent of Russia or Ukraine for that matter?,0,0,02/28/2024,14:10,850,what makes the u.s. the parent of russia or ukraine for that matter?,0,neutral,0.77,0,28
"31:15 Max Tani  @maxwelltani wrote the article on Tucker meeting Snowden, Max was up to recently, a member of the White House team at POLITICO",0,0,02/28/2024,31:15,1875,"max tani @maxwelltani wrote the article on tucker meeting snowden, max was up to recently, a member of the white house team at politico",0,neutral,0.93,0,62
31:15 OMG... he KNEWWWWWWW... he knew exactly what the NSA is going to do.... What a ROCKSTAR!!!!!!,0,0,02/28/2024,31:15,1875,omg... he knewwwwwww... he knew exactly what the nsa is going to do.... what a rockstar!!!!!!,0,positive,0.96,1,62
Tucker skillfully spews pure garbage from 12:00 forward.  He does it in a matter of fact style that falsely states what the world news is reporting about Ukraine.  What a useful skill to make up the opposing narrative and oppose it and make himself sound good.   Listen to him critically.  He does this over and over.,0,0,02/28/2024,12:00,720,tucker skillfully spews pure garbage from forward. he does it in a matter of fact style that falsely states what the world news is reporting about ukraine. what a useful skill to make up the opposing narrative and oppose it and make himself sound good. listen to him critically. he does this over and over.,0,negative,0.78,-1,24
"1:20:45 „He wants a settlement… …because it’s just bad to have a war” Putin wants peace, he attacked Ukraine because he doesn't like war, he is the epitome of a peace dove. It's amazing how you can formulate words in such a twisted way.",0,0,02/28/2024,1:20:45,4845,"„he wants a settlement… …because it’s just bad to have a war” putin wants peace, he attacked ukraine because he doesn't like war, he is the epitome of a peace dove. it's amazing how you can formulate words in such a twisted way.",0,negative,0.81,-1,161
1:35:01 being isolated during covid plus being President of big nuclear power planning to protect against NATO planning is a normal protective measure to make isn't it logical,0,0,02/28/2024,1:35:01,5701,being isolated during covid plus being president of big nuclear power planning to protect against nato planning is a normal protective measure to make isn't it logical,0,neutral,0.72,0,190
"1:01:37 - 01:02:00 partially why I'm uable to indulge in media. Much less, read a headline without having to filter out the propaganda. It's almost frustrating how blatantly obvious it is. Moreso that sheeple are developing these bias views as they aren't able to think for themselves. Truly evil space to expel these type of ideologies into our societies impressesionable people who seek to be informed. Not taught.",0,0,02/28/2024,1:01:37,3697,"- partially why i'm uable to indulge in media. much less, read a headline without having to filter out the propaganda. it's almost frustrating how blatantly obvious it is. moreso that sheeple are developing these bias views as they aren't able to think for themselves. truly evil space to expel these type of ideologies into our societies impressesionable people who seek to be informed. not taught.",0,negative,0.89,-1,123
"21:30 EXACTLY, like if putin wanted this dude dead, he could ganked him from the sec he became a thorn, but why is it he gets killed by ""putin"" when its the time usa earn most on his death???",0,0,02/28/2024,21:30,1290,"exactly, like if putin wanted this dude dead, he could ganked him from the sec he became a thorn, but why is it he gets killed by ""putin"" when its the time usa earn most on his death???",0,negative,0.84,-1,43
📱 2:16:31 Tucker: Trump texts 🤥,0,0,02/28/2024,2:16:31,8191,📱 tucker: trump texts 🤥,0,neutral,0.8,0,273
31:13 way to respect Snowden who he admires,0,0,02/28/2024,31:13,1873,way to respect snowden who he admires,0,positive,0.66,1,62
"1:31:56 знаменитое видео ""Я не лох""",0,0,02/28/2024,1:31:56,5516,"знаменитое видео ""я не лох""",0,neutral,0.85,0,183
"31:20 it’s been known CIA is in senior positions all across their mainstream media monopoly. 
Doing the oligarchs bidding like they always have.",0,0,02/28/2024,31:20,1880,it’s been known cia is in senior positions all across their mainstream media monopoly. doing the oligarchs bidding like they always have.,0,neutral,0.56,0,62
"49:07 “How do you get good stuff, if you don’t have access to western markets?” 

Americans are oblivious to the changes happening in the world around them",0,0,02/28/2024,49:07,2947,"“how do you get good stuff, if you don’t have access to western markets?” americans are oblivious to the changes happening in the world around them",0,negative,0.65,-1,98
"at 13:43 did Lex just involve the US coming to the table in peace talks with Russia and Ukraine? That's the funniest thing I've heard. Never once did POTUS mention giving Putin an off ramp. No, we're here to stay till the end of Russia at any cost, obviously. Think in your mind the most terrible cost to this country, and that cost has been factored into keeping the war going.",0,0,02/28/2024,13:43,823,"at did lex just involve the us coming to the table in peace talks with russia and ukraine? that's the funniest thing i've heard. never once did potus mention giving putin an off ramp. no, we're here to stay till the end of russia at any cost, obviously. think in your mind the most terrible cost to this country, and that cost has been factored into keeping the war going.",0,neutral,0.41,0,27
"46:18 lex just dismantled Tuckers crafting of the argument in one statement 👏 

They are the right facts from Tucker, but he’s trying to craft it in a way to diss America heavily 🤦‍♂️",0,0,02/28/2024,46:18,2778,"lex just dismantled tuckers crafting of the argument in one statement 👏 they are the right facts from tucker, but he’s trying to craft it in a way to diss america heavily 🤦‍♂️",0,negative,0.7,-1,92
"1:30:34 ""I do believe he believes it""- Is the adult response. But proceeding with your own disbelief is actually childish, and unprofessional as an Investigative Journalist if you consider yourself as such.",0,0,02/28/2024,1:30:34,5434,"""i do believe he believes it""- is the adult response. but proceeding with your own disbelief is actually childish, and unprofessional as an investigative journalist if you consider yourself as such.",0,negative,0.75,-1,181
"@03:30 Love you too, Lex!❤😎

Well said words in this intro. Authentically expressed, per the usual. 

-Be Encouraged. 
-Be Blessed. 

-Skylarr",0,0,02/28/2024,03:30,210,"@ love you too, lex!❤😎 well said words in this intro. authentically expressed, per the usual. -be encouraged. -be blessed. -skylarr",0,positive,0.99,1,7
"1:43:25 I think it is the HIve Mind but also the fact that many of the people running government came about, grew up in and are still shaped  by the Cold War philosophy. Russia to them, will always be an adversary, who cannot be trusted. Therefore their actions and preventative actions will be shaped against Russia, and unable to steer towards a more cooperative relationship with their once adversary. Just my opinion, but what do I know?",0,0,02/28/2024,1:43:25,6205,"i think it is the hive mind but also the fact that many of the people running government came about, grew up in and are still shaped by the cold war philosophy. russia to them, will always be an adversary, who cannot be trusted. therefore their actions and preventative actions will be shaped against russia, and unable to steer towards a more cooperative relationship with their once adversary. just my opinion, but what do i know?",0,negative,0.6,-1,206
1:41:20 Kamala Harris  never asked Ukraine to join NATO at a press conference just before the war. That is total BS.,0,0,02/28/2024,1:41:20,6080,kamala harris never asked ukraine to join nato at a press conference just before the war. that is total bs.,0,negative,0.88,-1,202
"42:32 Love Tucker, I am sorry but Turkmenistan is kinda independent country :) Tatarstan is part of Russia :) I understand he maybe confused",0,0,02/28/2024,42:32,2552,"love tucker, i am sorry but turkmenistan is kinda independent country :) tatarstan is part of russia :) i understand he maybe confused",0,positive,0.46,1,85
"1:33:22 again you are wrong. Public statement of the Oleksii Arestovych he said one of the objectives about denazification was addressed in the peace agreement in Istanbul. My understanding that this would have just end up to rewrite the school books about the Bandera that he is not Ukrainian hero but Fascist who collaborated with Axis in WW2. What is your opinion is it fact or it is not that Bandera's ordered killed around 1.6M Jews, Poles, Russians and other minorities?",0,0,02/28/2024,1:33:22,5602,"again you are wrong. public statement of the oleksii arestovych he said one of the objectives about denazification was addressed in the peace agreement in istanbul. my understanding that this would have just end up to rewrite the school books about the bandera that he is not ukrainian hero but fascist who collaborated with axis in ww2. what is your opinion is it fact or it is not that bandera's ordered killed around 1.6m jews, poles, russians and other minorities?",0,negative,0.76,-1,186
24:16 man you talk about financed from the US opposition not a free opposition why is everyone forgets about it.i guess they were glad that we are free and full of democracy with US pocket president in USSR and RU.Notice this:no one in the west sorrowed about Vladimir Zhirinovsky.,0,0,02/28/2024,24:16,1456,man you talk about financed from the us opposition not a free opposition why is everyone forgets about it.i guess they were glad that we are free and full of democracy with us pocket president in ussr and ru.notice this:no one in the west sorrowed about vladimir zhirinovsky.,0,neutral,0.58,0,48
1:32:00 hmmm. quite the opposite. Many facts are there and power struggle is there. It depends what you call facts and how much you seek them. You have truth that you want to believe. If you get that feeling. Urge yourself to find disproofs. think of your statement on the amount. How many dogs are needed to shepherd the sheep.,0,0,02/28/2024,1:32:00,5520,hmmm. quite the opposite. many facts are there and power struggle is there. it depends what you call facts and how much you seek them. you have truth that you want to believe. if you get that feeling. urge yourself to find disproofs. think of your statement on the amount. how many dogs are needed to shepherd the sheep.,0,neutral,0.68,0,184
48:56 😂 you don’t need to adjust it for exhange rates. you need to adjust it for COST OF LIVING. Russians earn far less than americans so those groceries are actually expensive,0,0,02/28/2024,48:56,2936,😂 you don’t need to adjust it for exhange rates. you need to adjust it for cost of living. russians earn far less than americans so those groceries are actually expensive,0,negative,0.65,-1,97
44:44 this section is revealing. Tucker just likes authoritarianism. He leans that way; it’s why he admires Putin and Orban. He plays lip service to freedom but innately he clearly leans towards authoritarian policies.,0,0,02/28/2024,44:44,2684,this section is revealing. tucker just likes authoritarianism. he leans that way; it’s why he admires putin and orban. he plays lip service to freedom but innately he clearly leans towards authoritarian policies.,0,negative,0.72,-1,89
"39:30 
no truer words have ever been said. 

leaders are defined by their results. not their words.",0,0,03/08/2024,39:30,2370,no truer words have ever been said. leaders are defined by their results. not their words.,0,neutral,0.46,0,79
"1:30:00 there is no NAZI movement in europe today? OMG, americans have no ideea. Its like europeans say there is no KKK anymore in USA.",0,0,03/08/2024,1:30:00,5400,"there is no nazi movement in europe today? omg, americans have no ideea. its like europeans say there is no kkk anymore in usa.",0,negative,0.78,-1,180
I used to HATE Tucker at Fox but now I have so much respect for what he is doing. I wish all media was actual Journalism. @10:00 explains it all.,0,0,04/30/2024,10:00,600,i used to hate tucker at fox but now i have so much respect for what he is doing. i wish all media was actual journalism. @ explains it all.,0,negative,0.54,-1,20
"1:31:51 no power in government? wowwowwow. Banderists everywhere. ""Kyiv City Council renamed Moscow Ave to Stepana Bandery Ave in honor of Stepan Bandera"". More ultranationalist you cannot get it. UPA flags went everywhere across Europe. Its similar to carry around swastika flags. Why does this education fail within the west? Take a look at the Volyn massacre, they *honoring* that!",0,0,04/29/2024,1:31:51,5511,"no power in government? wowwowwow. banderists everywhere. ""kyiv city council renamed moscow ave to stepana bandery ave in honor of stepan bandera"". more ultranationalist you cannot get it. upa flags went everywhere across europe. its similar to carry around swastika flags. why does this education fail within the west? take a look at the volyn massacre, they *honoring* that!",0,negative,0.77,-1,183
28:48 Bingo...do you see it now?,0,0,04/28/2024,28:48,1728,bingo...do you see it now?,0,neutral,0.95,0,57
22:10 literally made me laugh out loud! Lol I love Tucker's sense of humor!,0,0,04/28/2024,22:10,1330,literally made me laugh out loud! lol i love tucker's sense of humor!,0,positive,0.99,1,44
Lex holding back so hard at 54:49 after getting sharper and sharper to the Tucker BS.,0,0,04/27/2024,54:49,3289,lex holding back so hard at after getting sharper and sharper to the tucker bs.,0,negative,0.55,-1,109
"1:54:05 : ""I like ballsack""",0,0,04/27/2024,1:54:05,6845,": ""i like ballsack""",0,neutral,0.67,0,228
"1:42:00 and to add to that, Biden even funded Russia's war with Ukraine by opening their billion dollar pipeline(while closing our billion dollar pipeline the same month which drove our inflation through the roof) that trump had vetoed, without that pipeline they couldn't have funded a prolonged war like this.",0,0,04/26/2024,1:42:00,6120,"and to add to that, biden even funded russia's war with ukraine by opening their billion dollar pipeline(while closing our billion dollar pipeline the same month which drove our inflation through the roof) that trump had vetoed, without that pipeline they couldn't have funded a prolonged war like this.",0,negative,0.84,-1,204
0:05 why didn't you ask Donald Trump about Julian assange you ask a lot of soft questions I think you're bought and paid for two Tucker you really got soft in your old age ...  I mean really. B boy of you gone soft,0,0,05/22/2024,0:05,5,why didn't you ask donald trump about julian assange you ask a lot of soft questions i think you're bought and paid for two tucker you really got soft in your old age ... i mean really. b boy of you gone soft,0,negative,0.89,-1,0
"42:50 - What a bland lie about Moscow! There are graffiti, there are homeless, junkies, ugly apartment buildings etc….",0,0,05/21/2024,42:50,2570,"- what a bland lie about moscow! there are graffiti, there are homeless, junkies, ugly apartment buildings etc….",0,negative,0.94,-1,85
46:08 where i left off before i kod,0,0,05/19/2024,46:08,2768,where i left off before i kod,0,neutral,0.88,0,92
"1:32:00 dude, Zelensky literally has videos with him visiting the azovites to negotiate and he looks really fucking intimidated. They definitely have some power there, and it's not a tiny %.",0,0,05/19/2024,1:32:00,5520,"dude, zelensky literally has videos with him visiting the azovites to negotiate and he looks really fucking intimidated. they definitely have some power there, and it's not a tiny %.",0,negative,0.81,-1,184
2:08:00 makes no sense we have amazing new buildings... style changes thats all... we just build with steel and glass now,0,0,05/15/2024,2:08:00,7680,makes no sense we have amazing new buildings... style changes thats all... we just build with steel and glass now,0,negative,0.42,-1,256
"50:55 murder rate in the us was much higher in the 1980, which he keeps referencing as the golden age",0,0,05/14/2024,50:55,3055,"murder rate in the us was much higher in the 1980, which he keeps referencing as the golden age",0,negative,0.64,-1,101
"50:27 If you want to have good subway systems without forced labor, usually you have to increase municipal taxes and pay someone to improve them.

Increasing the numbe rof people whk use a subway is usually done by removing car centeric regulation like mandatory parking, and making it harder to use a car in the city.",0,0,05/14/2024,50:27,3027,"if you want to have good subway systems without forced labor, usually you have to increase municipal taxes and pay someone to improve them. increasing the numbe rof people whk use a subway is usually done by removing car centeric regulation like mandatory parking, and making it harder to use a car in the city.",0,neutral,0.52,0,100
46:51 blame biden open border policies,0,0,02/28/2024,46:51,2811,blame biden open border policies,0,negative,0.74,-1,93
44:30 did he really do the “made the trains run on time” speech?,0,0,02/28/2024,44:30,2670,did he really do the “made the trains run on time” speech?,0,neutral,0.76,0,89
40:07 sexual freedom and large families are incompatible. Pick a lane.,0,0,02/28/2024,40:07,2407,sexual freedom and large families are incompatible. pick a lane.,0,negative,0.73,-1,80
What if he locked you up? 9:05,0,0,03/08/2024,9:05,545,what if he locked you up?,0,neutral,0.57,0,18
Omg! 9:24 🎉 Disinformation 😅,0,0,03/08/2024,9:24,564,omg! 🎉 disinformation 😅,0,positive,0.98,1,18
1:30 there are currently real bonafide neo nazi battalions in Ukraine with tribal tattoos,0,0,03/07/2024,1:30,90,there are currently real bonafide neo nazi battalions in ukraine with tribal tattoos,0,negative,0.78,-1,3
"2:06:00 ish… me and Tucker are on the same algorithm…

He’s getting at the point that our entire history is a lie. Alt history. That’s the point of the “architecture” convo",0,0,03/07/2024,2:06:00,7560,ish… me and tucker are on the same algorithm… he’s getting at the point that our entire history is a lie. alt history. that’s the point of the “architecture” convo,0,neutral,0.58,0,252
"3:00:14 - 3:00:22 
 Tampering with God's creation, that's tottaly evil",0,0,03/07/2024,3:00:14,10814,"- tampering with god's creation, that's tottaly evil",0,negative,0.88,-1,360
"39:00 leadership and power,, a spectrum. To attain a leadership role is like wearing a mask for no reason. What is it your hiding? To me it would be your desire to decieve me to reach your goal of power over me. I guess there have been leaders who were there too ""serve"", not serve you up.
But to my recollection,, I have not seen this in 67 years. Its always trust me,, I promise, read my lipps. On and on. Thank God for term limits or it would only Grow and grow beyond eliminational possibility",0,0,03/07/2024,39:00,2340,"leadership and power,, a spectrum. to attain a leadership role is like wearing a mask for no reason. what is it your hiding? to me it would be your desire to decieve me to reach your goal of power over me. i guess there have been leaders who were there too ""serve"", not serve you up. but to my recollection,, i have not seen this in 67 years. its always trust me,, i promise, read my lipps. on and on. thank god for term limits or it would only grow and grow beyond eliminational possibility",0,neutral,0.49,0,78
1:27:49 israeles told him ?,0,0,03/08/2024,1:27:49,5269,israeles told him ?,0,neutral,0.86,0,175
26:56 statues are built for leaders who are already dead.,0,0,03/08/2024,26:56,1616,statues are built for leaders who are already dead.,0,negative,0.78,-1,53
46:22 uh lol I hope that line makes it in his tight 5 when he starts his stand-up career in the underground Moscow comedy scene,0,0,03/08/2024,46:22,2782,uh lol i hope that line makes it in his tight 5 when he starts his stand-up career in the underground moscow comedy scene,0,positive,0.63,1,92
"Carlson is such a doof. PS I can tell you just got done lying about your ""reason"" for ""hating"" Trump: 2:19:30",0,0,03/08/2024,2:19:30,8370,"carlson is such a doof. ps i can tell you just got done lying about your ""reason"" for ""hating"" trump:",0,negative,0.94,-1,279
29:00 YES they will. They have done it before and will do it again.,0,0,03/08/2024,29:00,1740,yes they will. they have done it before and will do it again.,0,neutral,0.49,0,58
"2:07:00 - Tucker: ""why has no one build a medieval cathedral in the modern era- ever?""

They built the Washington National Cathedral in DC between 1907 and 1990",0,0,03/08/2024,2:07:00,7620,"- tucker: ""why has no one build a medieval cathedral in the modern era- ever?"" they built the washington national cathedral in dc between 1907 and 1990",0,neutral,0.78,0,254
"36:31. Smells like swamp.  
.",0,0,03/08/2024,36:31,2191,. smells like swamp. .,0,negative,0.86,-1,73
"2:20:57 if you look up liar on Wikipedia, you’d see this image and clip of Tucker lol",0,0,03/09/2024,2:20:57,8457,"if you look up liar on wikipedia, you’d see this image and clip of tucker lol",0,neutral,0.55,0,281
2:55:05 black men taking notes,0,0,03/09/2024,2:55:05,10505,black men taking notes,0,neutral,0.82,0,350
58:30 crime dropped to 0 after everybody got guns.... I wonder how the anti-gun activists would feel about that fact. Guns give honest people power over criminals.,0,0,02/28/2024,58:30,3510,crime dropped to 0 after everybody got guns.... i wonder how the anti-gun activists would feel about that fact. guns give honest people power over criminals.,0,negative,0.58,-1,117
saving my progress: 1:11:31,0,0,02/28/2024,1:11:31,4291,saving my progress:,0,neutral,0.66,0,143
"1:55:27 comedian, thank you.",0,0,02/28/2024,1:55:27,6927,"comedian, thank you.",0,positive,0.95,1,230
"57:13 because we're in poverty 🙃 you literally just said it earlier, they've decimated the whole country",0,0,02/28/2024,57:13,3433,"because we're in poverty 🙃 you literally just said it earlier, they've decimated the whole country",0,negative,0.93,-1,114
1:32:00 they literally threatened Zelensky that they’ll hang him in center of Kiev if he signed a peace treaty with Russia!!,0,0,02/28/2024,1:32:00,5520,they literally threatened zelensky that they’ll hang him in center of kiev if he signed a peace treaty with russia!!,0,negative,0.87,-1,184
"2:10:08 Eric Weinstein has a good perspective on this:
""More and more of the kinetic energy of war has been turned into potential energy (nukes). If we do not have a proper way to evaluate potential energy things will keep looking better and better.""",0,0,02/28/2024,2:10:08,7808,"eric weinstein has a good perspective on this: ""more and more of the kinetic energy of war has been turned into potential energy (nukes). if we do not have a proper way to evaluate potential energy things will keep looking better and better.""",0,positive,0.53,1,260
"1:24:07 ну есть же интервью  Нафтали Бенетта, где он всё описывает. Зеленский вылез из своего бункера и записал видео ""Я не боюсь"", после того, как получил через Беннета гарантии, что Путин не собирается его убивать.",0,0,02/28/2024,1:24:07,5047,"ну есть же интервью нафтали бенетта, где он всё описывает. зеленский вылез из своего бункера и записал видео ""я не боюсь"", после того, как получил через беннета гарантии, что путин не собирается его убивать.",0,neutral,0.81,0,168
"Leftist Lex, I really hope you feel cool knowing 1:23:08  that millions us know you are paid to be an ass now and not really interested in the truth or real opinions",0,0,02/28/2024,1:23:08,4988,"leftist lex, i really hope you feel cool knowing that millions us know you are paid to be an ass now and not really interested in the truth or real opinions",0,negative,0.89,-1,166
1:37:25 mentioning kanye's insane idea that black people are the original jews.,0,0,02/28/2024,1:37:25,5845,mentioning kanye's insane idea that black people are the original jews.,0,negative,0.72,-1,194
2:05:23   good discussion?,0,0,02/28/2024,2:05:23,7523,good discussion?,0,neutral,0.71,0,250
1:47:37 Lindsey Graham,0,0,02/28/2024,1:47:37,6457,lindsey graham,0,neutral,0.87,0,215
"Leading up to 16:05,  he dances around in circular and incomplete sentences.  He let's your brain complete the sentence, so he cannot literally be held responsible.  Smart mo-fo (sp?: I tried different hyphens and punctuation, but gave up).  He mentioned he trusts only himself, his wife, and children.  I bet he is also concerned about the person writing his cheque (check).  At least for a little while.  And kudos, Lex, you are a true wordsman of the first order!",0,0,02/28/2024,16:05,965,"leading up to , he dances around in circular and incomplete sentences. he let's your brain complete the sentence, so he cannot literally be held responsible. smart mo-fo (sp?: i tried different hyphens and punctuation, but gave up). he mentioned he trusts only himself, his wife, and children. i bet he is also concerned about the person writing his cheque (check). at least for a little while. and kudos, lex, you are a true wordsman of the first order!",0,negative,0.56,-1,32
"Except Navalny wasn't just a political opponent as it was already proven. If he was locked up on espionage he could be traded like Gershkovich is being traded. Russians are not stupid, he was not just guilty of espionage, he was also guilty of treason. Colluding with Western powers to start a colour revolution. 25:28",0,0,02/28/2024,25:28,1528,"except navalny wasn't just a political opponent as it was already proven. if he was locked up on espionage he could be traded like gershkovich is being traded. russians are not stupid, he was not just guilty of espionage, he was also guilty of treason. colluding with western powers to start a colour revolution.",0,negative,0.63,-1,50
50:15 You know why... What type of people does the west have that Russia and East Asia don't?,0,0,02/28/2024,50:15,3015,you know why... what type of people does the west have that russia and east asia don't?,0,neutral,0.61,0,100
48:25   - same,0,0,02/28/2024,48:25,2905,- same,0,neutral,0.71,0,96
Strange that he said nothing about Elon Musk and Neuralinks (3:00:00),0,0,02/28/2024,3:00:00,10800,strange that he said nothing about elon musk and neuralinks (),0,negative,0.67,-1,360
"2:24:09 
Lex

Are you kidding me?

Biden is not functioning. 

He is senile. 

Are you mad?",0,0,02/28/2024,2:24:09,8649,lex are you kidding me? biden is not functioning. he is senile. are you mad?,0,negative,0.92,-1,288
43:40 this 💎,0,0,02/28/2024,43:40,2620,this 💎,0,positive,0.77,1,87
"52:12 Damn , I've watched a lot of 47:16  Lex Friedman's pod cast.Now I realize how dishonest he is ! He acts like a dumb 10 year old !  Please make prove me wrong or change my mind ! The more I watched I trust my gut Lex F. Is a piece of shit and totally dishonest ! Lex Friedman's  has shown me he is an idiot !",0,0,02/28/2024,52:12,3132,"damn , i've watched a lot of lex friedman's pod cast.now i realize how dishonest he is ! he acts like a dumb 10 year old ! please make prove me wrong or change my mind ! the more i watched i trust my gut lex f. is a piece of shit and totally dishonest ! lex friedman's has shown me he is an idiot !",0,negative,0.95,-1,104
1:24:30 😂 did he just channel Andrew Tate in his imaginary lecture to Bush?? 😭☠️,0,0,02/28/2024,1:24:30,5070,😂 did he just channel andrew tate in his imaginary lecture to bush?? 😭☠️,0,negative,0.71,-1,169
"1:26:40 levelling a city is the whole point of that to begin with, to avoid extremely difficult urban warfare and you can do that from dozens of miles being away at a safe distance. I don't understand what he was trying to say here.",0,0,03/08/2024,1:26:40,5200,"levelling a city is the whole point of that to begin with, to avoid extremely difficult urban warfare and you can do that from dozens of miles being away at a safe distance. i don't understand what he was trying to say here.",0,neutral,0.58,0,173
"2:08:00 People should be aware of new cathedrals being made, la Sagrada Familia, St John the Divine, National Cathedral.
“People Don’t know how a flying buttress was built” of course, people know how, what Tucker doesn’t know is why. They were built because the original wall was falling down and needed to be shored up. It was a technical flaw in the Renaissance (not medieval) construction.",0,0,03/08/2024,2:08:00,7680,"people should be aware of new cathedrals being made, la sagrada familia, st john the divine, national cathedral. “people don’t know how a flying buttress was built” of course, people know how, what tucker doesn’t know is why. they were built because the original wall was falling down and needed to be shored up. it was a technical flaw in the renaissance (not medieval) construction.",0,neutral,0.67,0,256
2:16:47 id love to hear a tucker Carlson gets into a fight story,0,0,03/09/2024,2:16:47,8207,id love to hear a tucker carlson gets into a fight story,0,positive,0.62,1,273
2:07:42 the buildings meant something. We have other ways to express ourselves,0,0,03/09/2024,2:07:42,7662,the buildings meant something. we have other ways to express ourselves,0,neutral,0.79,0,255
"@1:34:00 they are quite off about the nazi problem in Ukraine, although the nazis are a minority they are powerful because they are quite violent. Remember when Ukraine was close to signing a settlement and one of the Ukranian negotiators got executed narcos style? They are few people, but they are powerful because they are violent.",0,0,03/09/2024,1:34:00,5640,"@ they are quite off about the nazi problem in ukraine, although the nazis are a minority they are powerful because they are quite violent. remember when ukraine was close to signing a settlement and one of the ukranian negotiators got executed narcos style? they are few people, but they are powerful because they are violent.",0,negative,0.71,-1,188
44:54 That the price of freedom!!! Hilarious you can shit and litter the streets but can’t smoke a flavored cigarette. There is no freedom and if there’s one thing that we should not be free to do it’s litter and shit all over our own cities.,0,0,03/09/2024,44:54,2694,that the price of freedom!!! hilarious you can shit and litter the streets but can’t smoke a flavored cigarette. there is no freedom and if there’s one thing that we should not be free to do it’s litter and shit all over our own cities.,0,negative,0.93,-1,89
"At the 1:35 or so....most don't know the personal old world history nbetween these 2 sects of ppl, the money kings and the czars😉...this personal feuding has been the main backset for centuries...",0,0,03/09/2024,1:35,95,"at the or so....most don't know the personal old world history nbetween these 2 sects of ppl, the money kings and the czars😉...this personal feuding has been the main backset for centuries...",0,neutral,0.75,0,3
"1:25:40 FFS Educate yourself Lex! Russia pulled back from Kiev as a good faith manoeuvre over the peace talks in Turkey before Boris torpedoed them. Zelensky just used the pull back for political capital. Putin could end Zelensky at any instant but as Sun Tzu said, ""Never interrupt your enemies while they are busy making a mistake"". Why take out someone so incompetent and risk them being replaced by someone who knows how to fight?",0,0,03/09/2024,1:25:40,5140,"ffs educate yourself lex! russia pulled back from kiev as a good faith manoeuvre over the peace talks in turkey before boris torpedoed them. zelensky just used the pull back for political capital. putin could end zelensky at any instant but as sun tzu said, ""never interrupt your enemies while they are busy making a mistake"". why take out someone so incompetent and risk them being replaced by someone who knows how to fight?",0,negative,0.67,-1,171
"35:07 lmao, thats true",0,0,03/09/2024,35:07,2107,"lmao, thats true",0,neutral,0.53,0,70
1:54:00 Tucker i like Balzack...i knew he couldn't be straight with that laugh,0,0,03/09/2024,1:54:00,6840,tucker i like balzack...i knew he couldn't be straight with that laugh,0,neutral,0.39,0,228
"19:45 Everything dies, including currencies… the ramifications are poverty in the United States 🇺🇸.",0,0,02/28/2024,19:45,1185,"everything dies, including currencies… the ramifications are poverty in the united states 🇺🇸.",0,negative,0.89,-1,39
"Hmm.. i found this claim to be the most dumb and hilerious
1:02:20 

If Tucker is the average US citizen I miscalculated: USA became fucking, no fucking fucking shit yesterday. Lex, I respect that both sides of a debate or faq's get a room to out their opinion. But with this interview you say that crazy people with lies and zero reliable sources can speak and get their words out. Next time, please invite Putin and learn from his wisdom. 

Jesus fucking christ....",0,0,02/28/2024,1:02:20,3740,"hmm.. i found this claim to be the most dumb and hilerious if tucker is the average us citizen i miscalculated: usa became fucking, no fucking fucking shit yesterday. lex, i respect that both sides of a debate or faq's get a room to out their opinion. but with this interview you say that crazy people with lies and zero reliable sources can speak and get their words out. next time, please invite putin and learn from his wisdom. jesus fucking christ....",0,negative,0.92,-1,124
1:49:42 Tucker “Ariana Grande” Carlson,0,0,02/28/2024,1:49:42,6582,tucker “ariana grande” carlson,0,neutral,0.85,0,219
"19:10 “As been noted correctly, I’m a dick by my nature.”",0,0,02/28/2024,19:10,1150,"“as been noted correctly, i’m a dick by my nature.”",0,negative,0.86,-1,38
